id,description
12481,Biker's T -Shirts Starting At Rs.400
12482,Graphics T-Shirts - Starting At Rs.400
12483,Free Shipping On Orders Above Rs. 999
12484,Bee More T-Shirts - Starting At Rs.400
12485,Sport T-Shirts - Starting At Rs.400
12486,Music T- Shirts - Starting At Rs.400
12487,Up to  50% Discount On Select Men's Wear
12488,Tickets From Fun Cinemas & Earn 50% Extra Points
12489,Up to  50% Discount On Women's Ethnic Wear
12490,20% To 50% Discount On New Arrivals
12491,50% Discount On Select Apparel
12492,Exclusive Car Offers
12493,Home Appliances - Starting At Rs.649
12494,Up to  25% Discount On Tablets
12495,"Cheap Mobile Phones - Starting At Rs.1,188"
12496,Up to 50% Discount On Camera And Accessories
12497,"Boys Toys - Starting At Rs.1,575"
12498,Motorcycle Accessories
12499,Free Shipping On Orders
12500,Power Bank - Starting At Rs.550
12501,Mobile Accessories
12502,Mobile Lens - Starting At Rs.800
12503,6% discount - Valid on Sony PS3 Slim 500 GB With 3 Games & Red Bluetooth Gear Controller Free
12504,20% Discount On Specific Games
12505,Buy Sony 500 GB Playstation 4 & Get Rs. 2000 Cash Back Free
12506,PS3 Games Offer - Rs. 1099 Only for Select Games
12507,ORB Controller Thumb Grip 4 Pack for PS3
12508,50% discount - Valid on Assassin's Creed IV: Black For PC
12509,50% Discount On Assassin's Creed IV - Black Flag for PC
12510,Up to 60% Discount On PS4 Games
12511,Up to 75% Discount On PS3 Games
12512,Save Huge
12513,Big Savings On PS3 Games
12514,Xbox 360 Games At Lowest Prices
12515,10% Value Offer
12516,10% extra value
12517,Up to  60% Discount On Handbags And Clutches
12518,Up to  30% Discount On Gold Jewellery
12519,Upto 50% discount - Valid on Toys & Games
12520,Up to  10% Discount On Wellness And Beauty Products
12521,Rs.250 discount
12522,Upto 60% discount + Extra 20% discount
12523,Up to  87% Discount On Devotional Items
12524,Up to  60% Discount + Extra 20% Discount On Gadgets
12525,Upto 33% discount
12526,20% discount - Valid on Orders Rs. 999 &  above
12527,Up to  20% Discount On Flowers/Plants
12528,Up to  46% Discount On Fitness Machines
12529,Up to  15% Discount On Cycling Bikes
12530,Rs.150 discount - Valid on Order Above Rs.599
12531,EXCLUSIVE: Rs.300 discount
12532,Buy 1 Frey Chocolate & Get 1 Free
12533,5% Discount On Shoes
12534,Up to  60% Discount On Handbags And Clutches
12535,Educational Toys Offer
12536,Birthday Gift - Starting At Rs.250
12537,Special Gift for Someone
12538,Anytime Gifts - Starting At Rs.399
12539,Delicious Cakes - Starting At Rs.949
12540,"Lilies Flowers - Starting At Rs.1,100"
12541,Holi Gifts - Starting At Rs.320
12542,Combo of Flowers & Gifts
12543,10% discount + Free Shipping
12544,Birthday Gifts - Starting At Rs.378
12545,Free Shipping
12546,Romantic Gifts - Starting At Rs.249
12547,Buy Gifts Under Rs.500
12548,Home Decor Products - Starting At Rs.299
12549,Personalized Gifts - Starting At Rs.399
12550,Gifts Offer - Doctor's Day Offer. Starting At Rs.349
12551,Anniversary Gifts - Starting At Rs.449
12552,Gifts for Kids - Starting At Rs.349
12553,Birthday Gifts - Starting At Rs.399
12554,30% discount Valid on Wall Clocks
12555,Extra &#8377;500 discount
12556,10% Cash-Back On All Gift Vouchers
12557,10% Discount On Pottery Items
12558,Up to  37% Discount On Strength Training
12559,10% Discount On Stay Package
12560,Rs.100 Discount On Available Hotel Rates
12561,40% Discount On Toe Ring for Weight Loss
12562,43% Discount On LED Night Light
12563,41% Discount On Pest Control Gadget
12564,Upto 25% discount
12565,Upto 40% discount
12566,Complete Spectacle Starting At 640
12567,Like Globalitesport And Get Rs.50 discount
12568,11% discount
12569,Designer Trendy Girl Tops
12570,Up to 40% Discount On Women's Ethnic Wear
12571,Rs.100 Discount On One Way Flights
12572,Rs.100 discount
12573,Rs.800 Discount On Domestic Flights
12574,Buy 2 Get 1 Free
12575,Up to  85% Discount On Mobile Accessories
12576,Up to 70% Discount On Mobiles
12577,Upto 50% Off
12578,Rs.600 off on domestic flights
12579,Rs.500 off on domestic flights
12580,Get 40%* OFF and 100% Cashback* on Select Hotels
12581,Upto Rs.3000 Off
12582,Refer &amp; Earn 2X! goCash
12583,50% Off at GoStays Hotels
12584,10% off on Bus Bookings
12585,"Upto &#8377;14,500 Off on round trip"
12586,goStays Money Back Gaurantee
12587,Cathay-Pacific Offer
12588,20% OFF
12589,&#8377;800 OFF
12590,15% OFF on all Singapore Hotels
12591,100% Cash Back
12592,40% discount + 60% Cashback
12593,25% OFF on Hotels booking
12594,20% Discount on International Flights
12595,Upto &#8377;2500 OFF on International Flights
12596,Upto 65% discount
12597,Flat 20% OFF On Toys/Gaming
12598,Weight Loss Products
12599,Bees Products - Starting At Rs.600
12600,Air Wellness Products
12601,"Dohars And Gudris - Starting At Rs.3,400"
12602,Luxury Designer Vases And Centrepieces
12603,Kids Quilts And Blankets
12604,3% Cash-Back On Rs. 2000+
12605,5% Cash Back On Rs. 3000+
12606,Rs.200 Discount On Borges Olive Oil
12607,Register and Get Free Coupon Worth Rs. 100
12608,Rs.100 Discount On Rs. 500+
12609,Up to  35% Discount On Perfumes
12610,Up to  45% Discount On Gold And Pearl Jewellery
12611,Upto 25% discount
12612,50% discount - Valid on CAPDASE Cases And Covers
12613,The Gourmet Festival: Up to  50% Discount On Cheese & More
12614,Buy 1 Get 1 Free - Valid on Various Products
12615,"10% Cash-Back On Dal, Rice, Spices Above Rs. 500"
12616,Up To 48% discount - Valid on Designer Sarees
12617,Upto 46% discount - Valid on Double Door Refrigerators
12618,Up To 92% discount - Valid on Sunglasses
12619,Upto 67% discount - Valid on Laptops
12620,Upto 61% discount - Valid on DVD Players
12621,Upto 81% discount - Valid on Gaming Console & Accessories
12622,Samsung Galaxy Note II
12623,Samsung Galaxy Core 2
12624,Up To 56% discount - Valid on Microwave
12625,31% discount - Valid on Solomon Mosquito Killer (CCFL)
12626,Save Rs.50
12627,Save Rs.150
12628,Save Rs.75
12629,Save Rs.250
12630,Rs.500 discount
12631,Save Rs.350
12632,Rs.750 discount
12633,Rs.1000 discount
12634,Rs.1500 discount
12635,Above 50% Off - Valid on All products
12636,Upto 43% discount - Valid on Toasters
12637,Upto 42% discount - Valid on Home Theaters
12638,Upto 48% discount - Valid on Geysers
12639,Up to  80% Discount On Mobiles
12640,iPhone 5 â€“ 64 GB Mobile Phone Rs. 20999 Only
12641,HTC One X Mobile Phone Rs.9999
12642,iPhone 4S 32 GB â€“ Rs. 11499 Only Offer
12643,Samsung Galaxy S 4 Mobile Phone
12644,Google Nexus 4 Mobile Phone
12645,Buy 1 get 1 Free
12646,5% Discount On Gifting Orders
12647,Ready To Eat Combo - Starting At Rs.100
12648,Sweet Cookies - Starting At Rs.75
12649,Savouries Offer - Starting At Rs.30
12650,15% Discount  On Funky T-Shirts And More 
12651,10% Discount On Gaming And Anime Merchandise
12652,Buy 3 T-Shirts And Get 15% Off
12653,T- Shirts - Starting At Rs.350
12654,Sweat Shirts - Starting At Rs.1480
12655,Bags & Bag Accessories
12656,Gifts Pack - Starting At Rs.1700
12657,Bar Accessories - Starting At Rs.180
12658,Chai / Coffee Mug - Starting At Rs.250
12659,Daily Diaries - Starting At Rs.100
12660,Official Beer Lovers Pack for 1900/-
12661,Rs.150 discount
12662,Rs.100 discount
12663,15% discount
12664,Rs.300 discount
12665,Rs.50 discount
12666,Rs.100 discount
12667,&#8377;350 discount
12668,&#8377;200 discount
12669,Phone Covers - Starting At Rs.700
12670,HCL Tablets
12671,Extra Bass Headphone & Earphones
12672,25% Discount On Over Ear Headphones
12673,Free Smartcase With Skullcandy Jib In-Ear Earphones
12674,Up to  30% Discount On Headphones & Accessories
12675,35% Discount + Smartcase Free With Skullcandy Titan
12676,Buy V-MODA Headphones & Get Laser Engraving Free
12677,"Up to  20% Discount On Fiio Amplifiers, Dacs & Daps"
12678,Buy In-Ear Earphones & Get Comply Foam Ear Tips Free
12679,Special Diets Starts
12680,Dog Food Bowls - Starting At Rs.250
12681,"Personalized Dog Collars, Name Tags"
12682,Dog Beds And Blankets
12683,20% Discount On Pet Lovers Merchandise
12684,Dog Treats Starts - Valid on Rs.150
12685,Up to  30% Discount On Dog's Accessories
12686,15% Discount On Dog Food
12687,Up to  30% Discount On Muscle Tech Health Supplements
12688,Up to  66% Discount On OneTouch Health Monitoring Equipment
12689,Up to  60% Discount On Self Defence Items
12690,Additional 10% Discount On Muscle Blaze Health Supplements
12691,Womens Apparels Offer
12692,Up to 40% Discount On Optimum Nutrition Health Supplements
12693,Additional 10% discount on Weight Loss Products Of &#8377;999
12694,Rs.100 discount
12695,&#8377;100 discount on HealthViva Products Of &#8377;999
12696,Rs.250 discount - Valid on Minimum Purchase Of Rs.2000
12697,50% discount
12698,Additional 5% discount
12699,10% discount
12700,&#8377;250 discount
12701,15% discount
12702,Rs.100 discount
12703,Additional 10% discount
12704,Rs.50 discount
12706,47% Discount On Vitamin Shoppe Green Tea Extract
12707,40% Discount On Vitamin Shoppe Skin-Hair-Nails Tablets
12708,35% Discount On Vitamin Shoppe Advanced Sugar Support Tablets
12709,Upto 50% discount - Valid on Anarkali Suits
12710,Up To 50% discount - Valid on Meena Fashion Jewellery
12711,40% discount
12712,15% discount
12713,7% discount
12714,Home Furnishing Items
12715,Designer Kurtis - Starting At Rs.449
12716,10% discount
12717,45% discount
12718,20% discount
12719,Free Products On Purchases Above Rs. 399
12720,25% discount
12721,Up to 75% Discount On Lava Lamp
12722,20% Discount On Scented Wax Candles
12723,Rs.100 discount
12724,Hair Accessories Offer
12725,Ben Benny Offer
12726,Kyoot Woolen Shoes
12727,Up to  70% Discount On Apparels
12728,Register and Get Rs.350 Discount On Purchases Above Rs. 1500
12729,Sale: Up to  75% Discount On Kids' Apparels
12730,50% Discount On Kids' Apparels
12731,Rs.500 Discount On Kids' Apparels (Purchases Above Rs. 1100)
12732,Rs.600 Discount On Kids' Apparels (Purchases Above Rs. 1500)
12733,Rs.500 Discount On Kids' Apparels (Purchases Above Rs. 1100)
12734,Upto 85% discount - Valid on Party Perfect Dresses From USA (Under Rs.999)
12735,Men Pants & Chinos - Starting At Rs.1499
12736,Men s Shirts Offer - Starting At Rs.1299
12737,Shoes Offer - Starting At Rs.1999
12738,Upto 33% discount - Valid on Home Theater
12739,Rs.500 Discount On 'The Children's Place' Apparels (Purchases Above Rs. 1100)
12740,"VPS Hosting, Servers And Virtual Server Hosting Per Month Rs.1,499"
12741,Cheap Business Hosting Services
12742,.Com Domain Absolutely Free
12743,Up to 40% Discount On Cloud Servers
12744,Up to 30% Discount On Hosting Plans
12745,50% Discount On Lounger Sofa
12746,Up to  71% Discount On Computer/ Office Tables
12747,Christmas Cheer Cushion Covers
12748,The French Bistro Kitchen Products
12749,HP Omen Next Generation of Gaming - Starting 159990
12750,HP Pavilion Mini Desktop for Rs. 26490
12751,"Laptops Offer - Starting at Rs.19,990 only"
12752,Up to 15% Discount On HP Cartridge Packs 
12753,Amazing Offers - Valid on Purchase Of HP Notebooks
12754,Rs.19186 Discount On HP Laptops
12755,Up to 30% Discount On Printers And Scanners
12756,HP Notebook - Windows 10 for Rs. 36990
12757,3% Discount On Ink And Toner Cartridges
12758,2% Discount On Notebooks
12759,5% discount - Valid on All Accessories (Min. Purchase Of Rs.1000)
12760,2% Discount On Ink Advantage Printers
12761,2% discount - Valid on All Desktops
12762,Ready To Fly To Dubai
12763,Buy Printers & Get Free Set of Cartridges
12764,Tablets Offer - Starting At Rs.10990
12765,20% Discount On Graphic T-Shirts
12766,3 Printed Leggings for Rs. 999; Save Rs. 498
12767,Black Linen Ruffle Shirt For Only  Rs.1470
12768,"Women Western Wear - Starting At Rs.1,265"
12769,45% OFF
12770,Rs.100 Discount On Purchases Above Rs. 1000
12771,Rs.200 Discount On Purchases Above Rs. 3000
12772,Rs.400 Discount On Purchases Above Rs. 7000
12773,&#8377;300 discount
12775,40% discount
12777,Rs.1000 discount
12778,Rs.900 discount
12779,Rs.800 discount
12780,Rs.600 discount
12781,Rs.700 discount
12782,Rs.300 Discount On Purchases Above Rs. 5000
12783,Extra 5% discount
12784,Rs.500 discount
12785,50% OFF Clearance Sale. 
12786,Canon Scanners - Starting At Rs.3695
12787,"Canon DSLR Cameras - Starting At Rs.27,155"
12788,Canon Accessories - Starting At Rs.1062
12789,Glass Mugs Starting At Rs.399
12790,Wall Arts - Starting At Rs.1999
12791,Wrist Watches Starting
12792,Additional 2% Off
12793,Up to  82% Discount On Cases/ Screen Guards
12794,Up to  92% Discount On Headphones
12795,Up to  70% Discount On Data Storage Products
12796,Rs.50 Discount Coupon
12797,Rs.100 Discount + Extra Rs.100 Discount On Combo Offers
12798,Diwali Gifts And Sweets
12799,7.5% OFF On Magazine/ Subscriptions
12800,31% Discount On Twin Collections
12801,Up to 25% Discount On Business Magazines
12802,Up to 43% Discount On Pearl Jewellery Sets
12803,Fashion Jewellery Under Rs.999
12804,15% Discount On Rs. 1500+
12805,Up to 25% Discount On Flowers
12806,47% discount
12807,Up to  80% Discount On Fashion & Home D‚cor
12808,Additional Rs.200 discount
12809,50% Discount On Tissu Collection (Exclusive Designer Wear)
12810,Up to  70% Discount On Special Designer Collections
12811,Up to  25% Discount On Organiz Body Care Products
12812,80% Off
12813,Shop Under Rs.2999 - Valid on products listed at landing page.
12814,Shop Under Rs.1999 - Valid on products listed at landing page.
12815,Shop Under Rs.999 - Valid on products listed at landing page.
12816,70% Off
12817,60% Off
12818,50% Off
12819,Up to  75% Discount On Biographies
12820,Up to  76% Discount On Book Rentals
12821,Up to 80% Discount On Competitive Exam Preparation Books
12822,Up to 70% Discount On Board Exam Books
12823,Lehengas Under Rs.2999
12824,Kurtis Under Rs.1299
12825,Georgette Sarees Starts
12826,Bollywood Sarees Starting Rs. 999
12827,Up to 70% Discount On Bollywood Apparels
12828,Up to 50% Discount On Designer Sarees
12829,Up to 78% Discount On Designer Lehengas
12830,Up to 39% Discount On Churidar Suits
12831,Saree Offer - Starting At Rs.399
12832,Women's Apparel - Valid on Lowest Price
12833,Upto 40% discount + Extra 10% discount
12834,Women Accessories Starting
12835,65% Discount On Straight Suits
12836,Up to 62% Discount On Silk Sarees
12837,Up to 65% Discount On Pakistani Suits
12838,Up to 68% Discount On Chanderi Cotton Salwar Suits
12839,67% Discount On Lehenga Style Sarees
12840,Patiala Suits. - Starting @ Rs.389.
12841,10% Discount On New Releases 
12842,Up to  15% Discount On Media
12843,30% Discount On Sarees
12844,Loafers for Men - Starting At Rs.949
12845,60% Discount On Select Jackets (Men)
12846,10% Discount On Inlife Products
12847,15% Discount On Combos
12848,Free Shaker With 2LB Pack of Whey Protein
12849,Free Shipping On Orders
12850,Up to  30% Discount On All Products
12851,Up to  75% Discount On Fragrances
12852,Up to  40% Discount On Bath And Body Care Products
12853,Up to  25% Discount On Skin Care Products
12854,Women Footwear - Starting At Rs.1099
12855,Wedges Offer - Starting At Rs.1899
12856,Heels Offer - Starting At Rs.1699
12857,Rs.200 Discount Above Rs. 2000
12858,30% Discount On International Shippings
12859,"500 Discount On Your First Purchase (Minimum Order Rs. 3,000)"
12860,Register and Get 15% Discount On Purchases Above Rs. 200
12861,&#8377;400 off
12862,"20% off on RUOSH,  "
12863,60% discount
12864,32% discount - Valid on HCL ME Z400D (Silver) Mobile
12865,15% Discount + Rs.1800 Cash-Back On IPhone 6
12866,Up to  47% Discount On Car Accessories
12867,Upto 61% discount
12868,Buy 1 Get 1 Free
12869,9% discount
12870,Diamond Earring - Starting At Rs.17000
12872,Upto 67% discount - Valid on Rich Lady Fashion Jewellery
12873,35% Discount On Sparkles Jewellery
12874,20% Discount On Designer Jewellery
12875,50% Discount At Kaati Zone (Bangalore)
12876,&#8377;1000 discount
12877,Rs.400 discount
12878,50% + 20% discount
12879,Rs.500 discount
12880,Buy 2 Jackets &amp; Get 1 Free
12881,50% discount
12882,Rs.1000 discount
12883,Upto 50% discount
12884,Shop Rs.1500 And Get Rs.350 Discount (Women's Wear - Indian)
12885,30% + Extra 10% Discount (Women's Wear - Indian)
12886,Sign Up And Get Best Deals
12887,Levis Boys Wear Starting Rs. 599
12888,Branded Boys Wear - Starting At Rs.499
12889,Branded Girls Wear - Starting At Rs.499
12890,Adidas Boys Wear - Starting At Rs.999
12891,Up to  30% Discount On Kids' Fashion
12892,Up To 50% discount - Valid on Kids Wear
12893,Register and Get Free Coupon Worth Rs. 500 (Kids' Fashion)
12894,Up to  66% Discount On Apparel And Accessories
12895,Up to  23% Discount On Deodorants
12896,Up to  33% Discount On Fashion Jewellery
12897,Pure Kashmiri Saffron
12898,20% discount Valid on Pashmina Wraps
12899,Rs.500 Discount On Rs. 4000+ (Apparels And Accessories)
12900,64% Discount On Capris
12901,Up to 90% Discount On Men's Watches
12902,Combo of 2 Eyewear for Only Rs.235
12903,5 Piece Hot Wings Free
12904,50% discount - Valid on Dips Bucket (Sunday Only)
12905,Buy 6pcs Hot N Crispy Chicken And Get 6pcs Free
12906,Any Women's Ethnic Wear at Just Rs. 799.
12907,Women's Ethnic Wear At Just Rs.599
12908,Rs.150 Discount On Ethnic Wear (Above Rs. 1500)
12909,Up to  50% Discount (Bengaluru Restaurants)
12910,50% Discount (Bengaluru Restaurants)
12911,"Buy Rs.26 To Get 50% Discount At Momo Station, Whitefield, Bengaluru"
12912,Chicken Delight Combo for Rs. 580
12913,Nawabi Daawat Combo for Rs. 495
12914,Free Shipping On Orders Above Rs. 650
12915,Koovs Exclusive Collection of French Riviera
12916,Trendy T-Shirts - Starting at Rs.395
12917,Pretty Dresses - Starting At Rs.795
12918,Classic Shirts - Starting At Rs.599
